school_name,name,left_over_total,offered_reimbursable,leftover_rate
Oakton Elementary,Chicken Tikka Masala (1/2 cup),0,83,0.0
Oakton Elementary,Chilled Mandarin Oranges (1/4 cup (drained)),0,123,0.0
Oakton Elementary,Chocolate Chip Cookie (1/2 Cookie),0,350,0.0
Oakton Elementary,Chocolate Chip Cookie (Cookie),0,939,0.0
Oakton Elementary,Cooked  Brown Rice (1 cup cooked),0,16,0.0
Oakton Elementary,Cucumbers (1/2 cup sliced),0,46,0.0
Oakton Elementary,Doritos Wild White Nacho Flavored Tortilla Chips (Bag),0,363,0.0
Oakton Elementary,Golden Delicious Apple (Each),0,136,0.0
Oakton Elementary,Grilled Cheese Sandwich (Sandwich),0,110,0.0
Oakton Elementary,IW Heartzels Pretzels (Package),0,62,0.0
Oakton Elementary,Ketchup Packet (Packet),0,126,0.0
Oakton Elementary,Mustard Packet (Packet),0,26,0.0
Oakton Elementary,Nachos with Black Beans and Cheese Sauce (Serving),0,2,0.0
Oakton Elementary,Nachos with Turkey Barbacoa and Cheese Sauce (Serving),0,101,0.0
Oakton Elementary,Orange Sauce (ounce),0,125,0.0
Oakton Elementary,Orange Tangerine Juice (Each),0,795,0.0
Oakton Elementary,"Penne Pasta with Marinara and Beef Meatballs (cup cooked pasta, 1/2c sauce, 5 meatballs)",0,99,0.0
Oakton Elementary,Potato Wedges (7 pieces),0,98,0.0
Oakton Elementary,"Salsa, Mild Canned (1.5 oz)",0,64,0.0
Oakton Elementary,"Sauce, Spicy Mayo (tbsp)",0,35,0.0
Oakton Elementary,Smartfood RF White Cheddar Popcorn (Each),0,143,0.0
Oakton Elementary,Sour Cream (2 Tablespoons),0,51,0.0
Oakton Elementary,Steamed Broccoli (1/2 cup),0,57,0.0
Oakton Elementary,Strawberry Flavored Dried Cranberries (2 Eaches),0,25,0.0
Oakton Elementary,String Cheese (1 Stick),0,15,0.0
Oakton Elementary,Sub Roll (Sub Roll),0,296,0.0
Oakton Elementary,Turkey Barbacoa Arepa (1 Arepa + #10 scoop of turkey barbacoa),0,100,0.0
Oakton Elementary,Wheat Thins (Package),0,65,0.0
Oakton High,Cucumbers (1/2 cup sliced),40,46,86.95652173913044
Oakton High,"Cheese, Shredded, Cheddar (1/4 cup)",76,90,84.44444444444444
Oakton High,Orange Tangerine Juice (Each),585,722,81.02493074792244
Oakton High,Chickpeas (2 Tablespoons),35,50,70.0
Oakton High,Watermelon Flavored Dried Cranberries (2 Eaches),185,272,68.01470588235294
Oakton High,Fat Free White Milk (Each),1090,1616,67.45049504950495
Oakton High,Italian Dressing (1 ounce),765,1144,66.87062937062937
Oakton High,Apple Juice (Each),1165,1848,63.041125541125545
Oakton High,1% White Milk (Each),1126,1853,60.76632487857528
Oakton High,Broccoli Florets (6 Pieces per 1/2 cup),85,142,59.859154929577464
Oakton High,"Onions, Red, Whole (2 Tablespoons (sliced))",163,275,59.27272727272728
Oakton High,"Peppers, Red, Whole (2 Tablespoons)",163,275,59.27272727272728
Oakton High,Cucumber Slices (2 Tablespoon),167,286,58.39160839160839
Oakton High,"Sauce, BBQ, HFCS-Free, Bulk, Low-Sodium (2 TBSP)",670,1164,57.56013745704467
Oakton High,Black Beans - salad bar entree (1/2 cup),120,212,56.60377358490566
Oakton High,Cool Ranch Reduced Fat Doritos (Each),186,334,55.688622754491014
Oakton High,Doritos RF Nacho Cheese (Each),153,275,55.63636363636364
Oakton High,String Cheese (Each),179,330,54.24242424242425
Oakton High,Orange (1/4 cup),315,591,53.299492385786806
Oakton High,WG Baked Funyuns (Each),198,373,53.08310991957105
Oakton High,SS Cheetos Fantastix Flaming Hot (Each),168,317,52.99684542586751
Oakton High,Orange (Each - serving),507,959,52.86757038581856
Oakton High,Kellogg’s W/G Rice Krispies Treats (Each),399,779,51.21951219512195
Oakton High,"Peppers, red, pre-sliced (1/4 cup sliced)",70,140,50.0
Oakton High,Tex Mex Corn (1/2 cup),25,50,50.0
Oakton High,Fat Free Chocolate Milk (Each),5424,11470,47.288578901482126
Oakton High,Orange Flavored Dried Cranberries (Each),513,1100,46.63636363636364
Oakton High,WG Chocolate Chip Rice Krispy Treats (Each),487,1065,45.72769953051643
Oakton High,Corn (2 Tablespoons (thawed)),125,275,45.45454545454545
Oakton High,Cucumber Slices (6 Slices per 1/2 cup),56,126,44.44444444444444
Oakton High,Sweet Thai Chili Sauce (ounce),40,90,44.44444444444444
Oakton High,Lay's RF Kettle Original Chips (Each),261,619,42.16478190630048
Oakton High,Broccoli Florets (1/4 cup),299,724,41.29834254143646
Oakton High,"Carrots, Shredded (Cup)",48,120,40.0
Oakton High,Black Beans (1/4 Cup),223,561,39.750445632798574
Oakton High,Celery Sticks (1/2 cup),73,185,39.45945945945946
Oakton High,Baby Carrots (6 Baby Carrots per 1/2 cup),146,374,39.037433155080215
Oakton High,Raspberry Lemonade Flavored Dried Cranberries (Each),506,1306,38.74425727411945
Oakton High,Cheeseburger (Sandwich),238,620,38.387096774193544
Oakton High,Kettle Cooked Smoky BBQ Chips (Each),304,807,37.67038413878562
Oakton High,"Peppers, green, pre-sliced (1/2 cup sliced)",27,75,36.0
Oakton High,Cheez-Its Crackers (Package),95,264,35.984848484848484
Oakton High,Tomato Soup (8 oz Ladle),25,70,35.714285714285715
Oakton High,Grape Tomatoes (2 Tablespoons),60,175,34.285714285714285
Oakton High,Black Beans (2 Tablespoons),17,50,34.0
Oakton High,"Fruit Snacks, Welch's Mixed (Each)",305,902,33.813747228381374
Oakton High,Cherry Flavored Dried Cranberries (Each),399,1199,33.277731442869054
Oakton High,"Patty, Chicken, Spicy, Breaded (2 strips)",757,2298,32.94168842471715
Oakton High,Ranch Dressing (1 ounce),1347,4119,32.702112163146396
Oakton High,"Turkey,  Breast, Pre-Sliced, Oven Roasted (3 Slices)",122,374,32.62032085561498
Oakton High,PB&J Power Pack (Power Packs),1519,4784,31.751672240802677
Oakton High,Peach Yogurt Power Pack (Power Packs),13,41,31.70731707317073
Oakton High,Strawberry Flavored Dried Cranberries (Each),366,1166,31.3893653516295
Oakton High,Cheese Pizza (Slice),513,1664,30.829326923076923
Oakton High,RF Kettle Chips Sea Salt & Vinegar Chips (Each),483,1576,30.64720812182741
Oakton High,Chickenless Bites (2 Bites),205,696,29.454022988505745
Oakton High,Orange Sauce (ounce),82,284,28.87323943661972
Oakton High,Red Delicious Apple (Each - serving),271,966,28.05383022774327
Oakton High,Assorted  4 oz Yogurt (Container),142,535,26.542056074766357
Oakton High,Cucumber Slices (1/4 cup),221,836,26.435406698564595
Oakton High,SS Baked Cheetos Flaming Hot (Each),158,600,26.333333333333332
Oakton High,Cherry Vanilla Yogurt Power Pack (Power Packs),16,61,26.229508196721312
Oakton High,Baby Carrots (3 baby carrots per 1/4 cup),660,2536,26.025236593059937
Oakton High,Doritos RF Spicy Sweet Chili (Each),152,600,25.333333333333336
Oakton High,Mandarin Orange Pepper Fruit Salsa (1 TBSP),25,100,25.0
Oakton High,Sub Roll (Sub Roll),57,232,24.568965517241377
Oakton High,Asian Meatball Sub (sandwich),75,314,23.88535031847134
Oakton High,Soft Pretzel (1 pretzel),140,587,23.850085178875638
Oakton High,Chicken Masala Drumstick (Drumstick),25,106,23.58490566037736
Oakton High,Vegetable Dumpling (6 dumplings),67,285,23.50877192982456
Oakton High,Golden Delicious Apple (Each),3,13,23.076923076923077
Oakton High,Spicy Breaded Chicken Patty on Bun (Sandwich),803,3693,21.74383969672353
Oakton High,RF Kettle Chips Jalapeno & Cheddar Chips (Each),255,1199,21.267723102585485
Oakton High,Red Seedless Grapes (8 grapes per 1/4 cup),144,694,20.7492795389049
Oakton High,Mustard Packet (Packet),245,1185,20.675105485232066
Oakton High,Corn (1/4 cup (thawed)),198,960,20.625
Oakton High,Potato Wedges (7 pieces),80,400,20.0
Oakton High,Lettuce Blend Salad Mix (1/2 cup),1640,8250,19.87878787878788
Oakton High,Black Beans (1/2 Cup),23,116,19.82758620689655
Oakton High,"WG 10"" Flour Tortilla (Tortilla)",206,1062,19.397363465160076
Oakton High,Chickenless Bites (4 Bites),110,600,18.333333333333332
Oakton High,Watermelon Flavored Dried Cranberries (Each),151,849,17.785630153121318
Oakton High,Chicken & Vegetable Dumplings (6 dumplings),64,361,17.72853185595568
Oakton High,Chilled Mandarin Oranges (1/2 cup (drained)),682,3864,17.650103519668736
Oakton High,Turkey Pepperoni Pizza (Slice),128,726,17.63085399449036
Oakton High,Orange Chicken (4 Bites w/ 1oz sauce),30,176,17.045454545454543
Oakton High,Bottled Water (Bottle),442,2760,16.014492753623188
Oakton High,Asian Veggie Sub (sandwich),28,185,15.135135135135137
Oakton High,Cherry Tomatoes (1/4 cup),38,252,15.079365079365079
Oakton High,"Bread, Loco (1/2 piece)",91,619,14.70113085621971
Oakton High,Banana (Each),102,714,14.285714285714285
Oakton High,Cooked  Brown Rice (1 cup cooked),105,743,14.131897711978466
Oakton High,Beef Meatball Sub Sandwich (Sandwich),29,213,13.615023474178404
Oakton High,Doritos Flamas (Each),77,574,13.414634146341465
Oakton High,SS Baked Cheetos Flaming Limon (Each),21,157,13.375796178343949
Oakton High,Marinara Sauce (1/2 cup),125,1028,12.15953307392996
Oakton High,Ketchup Packet (Packet),1665,14145,11.770943796394485
Oakton High,Smartfood RF White Cheddar Popcorn (Each),45,407,11.056511056511056
Oakton High,Baked Cheese Sticks (2 Cheese Sticks),258,2371,10.881484605651623
Oakton High,Whole Wheat Dinner Roll (2 rolls),237,2203,10.758057194734453
Oakton High,Potstickers (6 Potstickers),9,86,10.465116279069768
Oakton High,Mayonnaise Packet (Packet),335,3255,10.291858678955453
Oakton High,Grilled Cheese Sandwich (Sandwich),16,158,10.126582278481013
Oakton High,"Salsa, Mild Canned (1.5 oz)",30,300,10.0
Oakton High,Strawberry & Banana Yogurt Power Pack (Power Packs),3,30,10.0
Oakton High,"Peppers, red, pre-sliced (1/2 cup sliced)",15,155,9.67741935483871
Oakton High,Apple Slices (3 slices per 1/4 cup),65,674,9.643916913946587
Oakton High,Corn (1/2 cup (cooked)),30,321,9.345794392523365
Oakton High,Cheese Quesadilla (Quesadilla),20,221,9.049773755656108
Oakton High,Spicy Chicken Wrap (Wrap),29,323,8.978328173374612
Oakton High,Chocolate Chip Cookie (1/2 Cookie),80,912,8.771929824561402
Oakton High,Chicken Tenders (3 tenders),246,2909,8.456514266070815
Oakton High,Steamed Broccoli (1/2 cup),4,54,7.4074074074074066
Oakton High,Chocolate Chip Cookie (Cookie),498,6930,7.186147186147187
Oakton High,Sour Cream (2 Tablespoons),25,350,7.142857142857142
Oakton High,Grape Tomatoes (1/4 cup),25,395,6.329113924050633
Oakton High,Red Seedless Grapes (16 grapes per 1/2 cup),132,2109,6.258890469416785
Oakton High,Roasted Plantains (6 Slices),6,100,6.0
Oakton High,Fish Tacos (2 Tacos),5,87,5.747126436781609
Oakton High,"Sauce, Spicy Mayo (tbsp)",12,216,5.555555555555555
Oakton High,Chilled Mandarin Oranges (1/4 cup (drained)),33,822,4.014598540145985
Oakton High,Nachos with Cheese Sauce (Serving),12,302,3.9735099337748347
Oakton High,Marinara Sauce (1/4 Cup),17,470,3.6170212765957444
Oakton High,Orange Chickenless Bites (4 bites),6,244,2.459016393442623
Oakton High,Nachos with Turkey Barbacoa and Cheese Sauce (Serving),2,626,0.3194888178913738
Oakton High,Alfredo & Basil Lasagna (Each),0,126,0.0
Oakton High,Apple Slices (6 Slices per 1/2 cup),0,63,0.0
Oakton High,Applesauce (1/2 Cup),0,20,0.0
Oakton High,Bean and Cheese Pupusa (Pupusa),0,40,0.0
Oakton High,Black Beans (1/2 cup),0,33,0.0
Oakton High,"Bread, Loco (flatbread)",0,432,0.0
Oakton High,Broccoli Alfredo Pasta (1 cup),0,70,0.0
Oakton High,Chickpeas (1/4 cup),0,0,0.0
Oakton High,Chilled Peaches (1/2 cup (drained)),0,132,0.0
Oakton High,Corn (1/2 cup (thawed)),0,30,0.0
Oakton High,Fish  Sandwich (Sandwich),0,86,0.0
Oakton High,Nachos with Cheese Sauce (serving size),0,23,0.0
Oakton High,Orange Flavored Dried Cranberries (2 Eaches),0,25,0.0
Oakton High,Pasta with Meat Sauce (serving),0,317,0.0
Oakton High,"Patty, Chicken, Breaded, WG (2 strips)",0,104,0.0
Oakton High,"Peppers, green, pre-sliced (1/4 cup sliced)",0,24,0.0
Oakton High,"Quesadilla, Turkey Barbacoa and Cheese (Quesadilla)",0,211,0.0
Oakton High,"Salsa, Mild Canned (2 Tablespoons)",0,50,0.0
Oakton High,Tomato & Basil Lasagna (Each),0,40,0.0
Oakton High,Turkey & Cheese & Cracker Power Pack (wrap),0,25,0.0
Oakton High,Turkey Barbacoa Arepa (1 Arepa + #10 scoop of turkey barbacoa),0,37,0.0
Oakton High,Turkey Breast Steak (2 Slices),0,0,0.0
Oakton High,Turkey Pepperoni Pizza (1.37 oz),0,57,0.0
Oakton High,Vegan Burger (Sandwich),0,10,0.0
Olde Creek Elementary,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",35,35,100.0
Olde Creek Elementary,String Cheese (1 Stick),7,12,58.333333333333336
Olde Creek Elementary,Strawberry Parfait Power Pack (Power Pack),5,10,50.0
Olde Creek Elementary,"Milk, Soy, Vanilla (24/8 oz) (each)",20,42,47.61904761904761
Olde Creek Elementary,Roasted Plantains (6 Slices),20,45,44.44444444444444
Olde Creek Elementary,Fat Free White Milk (Each),99,233,42.48927038626609
Olde Creek Elementary,String Cheese (Each),17,42,40.476190476190474
Olde Creek Elementary,Assorted  4 oz Yogurt (Container),21,52,40.38461538461539
Olde Creek Elementary,Natural Breakfast Syrup (Each),30,80,37.5
Olde Creek Elementary,Strawberry & Banana Yogurt Power Pack (Power Packs),68,221,30.76923076923077
Olde Creek Elementary,Honey Cheerios Cereal (Each),4,15,26.666666666666668
Olde Creek Elementary,Nachos with Turkey Barbacoa and Cheese Sauce (Serving),14,53,26.41509433962264
Olde Creek Elementary,Orange Chickenless Bites (4 bites),18,69,26.08695652173913
Olde Creek Elementary,Orange Tangerine Juice (Each),60,239,25.10460251046025
Olde Creek Elementary,Mayonnaise Packet (Packet),15,60,25.0
Olde Creek Elementary,Mustard Packet (Packet),15,60,25.0
Olde Creek Elementary,1% White Milk (Each),203,820,24.75609756097561
Olde Creek Elementary,"Sandwich, Turkey & Cheese (sandwich)",17,71,23.943661971830984
Olde Creek Elementary,Turkey Barbacoa Arepa (1 Arepa + #10 scoop of turkey barbacoa),14,59,23.728813559322035
Olde Creek Elementary,Vegan Burger (Sandwich),6,26,23.076923076923077
Olde Creek Elementary,Chicken Masala Drumstick (Drumstick),9,42,21.428571428571427
Olde Creek Elementary,Smartfood RF White Cheddar Popcorn (Each),27,130,20.76923076923077
Olde Creek Elementary,Italian Dressing (1 ounce),125,624,20.032051282051285
Olde Creek Elementary,Banana (Each),75,387,19.379844961240313
Olde Creek Elementary,Cheez-Its Crackers (Package),19,101,18.81188118811881
Olde Creek Elementary,Fish Tacos (2 Tacos),18,96,18.75
Olde Creek Elementary,Wheat Thins (Package),9,48,18.75
Olde Creek Elementary,Strawberry Chex Mix (Package),17,94,18.085106382978726
Olde Creek Elementary,Bottled Water (Bottle),59,329,17.933130699088146
Olde Creek Elementary,Chana Masala (1/2 cup),8,45,17.77777777777778
Olde Creek Elementary,Tex Mex Corn (1/2 cup),7,40,17.5
Olde Creek Elementary,Blueberry Bread (1 square),27,170,15.88235294117647
Olde Creek Elementary,Sour Cream (2 Tablespoons),11,70,15.714285714285714
Olde Creek Elementary,Asian Meatball Sub (sandwich),13,84,15.476190476190476
Olde Creek Elementary,"Sauce, BBQ, HFCS-Free, Bulk, Low-Sodium (2 TBSP)",107,740,14.45945945945946
Olde Creek Elementary,Cooked  Brown Rice (1/2 cup cooked),49,340,14.411764705882351
Olde Creek Elementary,"Patty, Chicken, Breaded, WG (Serving)",12,86,13.953488372093023
Olde Creek Elementary,Apple Juice (Each),44,349,12.607449856733524
Olde Creek Elementary,Fat Free Chocolate Milk (Each),349,2853,12.232737469330528
Olde Creek Elementary,"Salsa, Mild Canned (1.5 oz)",11,90,12.222222222222221
Olde Creek Elementary,Ranch Dressing (1 ounce),104,864,12.037037037037036
Olde Creek Elementary,PB&J Power Pack (Power Packs),104,932,11.158798283261802
Olde Creek Elementary,Cherry Vanilla Yogurt Power Pack (Power Packs),6,54,11.11111111111111
Olde Creek Elementary,Doritos Wild White Nacho Flavored Tortilla Chips (Bag),35,332,10.542168674698797
Olde Creek Elementary,Chicken Tenders (3 tenders),41,393,10.432569974554708
Olde Creek Elementary,Beef Meatball Sub Sandwich (Sandwich),10,96,10.416666666666668
Olde Creek Elementary,Sub Roll (Sub Roll),19,194,9.793814432989691
Olde Creek Elementary,Chickenless Bites (4 Bites),12,124,9.67741935483871
Olde Creek Elementary,Ketchup Packet (Packet),25,280,8.928571428571429
Olde Creek Elementary,Cheese Quesadilla (Quesadilla),8,90,8.88888888888889
Olde Creek Elementary,Grape Tomatoes (6 Tomatoes per 1/2 cup),33,382,8.638743455497382
Olde Creek Elementary,"Peppers, red, pre-sliced (1/2 cup sliced)",10,120,8.333333333333332
Olde Creek Elementary,Alfredo & Basil Lasagna (Each),6,77,7.792207792207792
Olde Creek Elementary,Cherry Flavored Dried Cranberries (Each),99,1358,7.290132547864507
Olde Creek Elementary,Red Delicious Apple (Each - serving),50,725,6.896551724137931
Olde Creek Elementary,BBQ Chicken Sandwich (Sandwich),2,36,5.555555555555555
Olde Creek Elementary,Chocolate Chip Cookie (Cookie),41,866,4.734411085450346
Olde Creek Elementary,Black Beans (1/2 Cup),10,225,4.444444444444445
Olde Creek Elementary,Cheddar Chex Mix (Package),1,23,4.3478260869565215
Olde Creek Elementary,Nachos with Cheese Sauce (Serving),5,118,4.23728813559322
Olde Creek Elementary,IW Heartzels Pretzels (Package),3,75,4.0
Olde Creek Elementary,Cucumber Slices (6 Slices per 1/2 cup),15,575,2.608695652173913
Olde Creek Elementary,Lettuce Blend Salad Mix (1 cup),30,1200,2.5
Olde Creek Elementary,Orange Slices (6 Slices per 1/2 cup),15,620,2.4193548387096775
Olde Creek Elementary,Soft Pretzel (1 pretzel),5,249,2.0080321285140563
Olde Creek Elementary,Broccoli Florets (6 Pieces per 1/2 cup),10,546,1.8315018315018317
Olde Creek Elementary,Apple Slices (6 Slices per 1/2 cup),8,512,1.5625
Olde Creek Elementary,Baby Carrots (6 Baby Carrots per 1/2 cup),9,728,1.2362637362637363
Olde Creek Elementary,Chickpeas (1/2 cup),2,178,1.1235955056179776
Olde Creek Elementary,Chilled Peaches (1/2 cup (drained)),3,409,0.7334963325183375
Olde Creek Elementary,Cheese Pizza (Slice),3,463,0.6479481641468683
Olde Creek Elementary,Asian Veggie Sub (sandwich),0,72,0.0
Olde Creek Elementary,BBQ Chicken Drumstick (Drumstick),0,3,0.0
Olde Creek Elementary,Baked Cheese Sticks (2 Cheese Sticks),0,194,0.0
Olde Creek Elementary,Bean and Cheese Pupusa (Pupusa),0,25,0.0
Olde Creek Elementary,Black Beans - salad bar entree (1/2 cup),0,32,0.0
Olde Creek Elementary,"Bread, Loco (1/2 piece)",0,6,0.0
Olde Creek Elementary,Cheeseburger (Sandwich),0,120,0.0
Olde Creek Elementary,Cherry Tomatoes (6 Tomatoes per 1/2 cup),0,30,0.0
Olde Creek Elementary,Chicken & Vegetable Dumplings (6 dumplings),0,8,0.0
Olde Creek Elementary,Chicken and Cheese Quesadilla (Quesadilla),0,87,0.0
Olde Creek Elementary,"Chicken, Drumstick, Roasted (Each Drumstick)",0,6,0.0
Olde Creek Elementary,Chickenless Bites (2 Bites),0,31,0.0
Olde Creek Elementary,Chickpeas (1/4 cup),0,40,0.0
Olde Creek Elementary,Chickpeas - salad bar entree (1/2 cup),0,42,0.0
Olde Creek Elementary,Chilled Mandarin Oranges (1/2 cup (drained)),0,330,0.0
Olde Creek Elementary,Cooked  Brown Rice (1 cup cooked),0,69,0.0
Olde Creek Elementary,Corn (1/2 cup (cooked)),0,416,0.0
Olde Creek Elementary,Cucumbers (1/2 cup sliced),0,46,0.0
Olde Creek Elementary,Grilled Cheese Sandwich (Sandwich),0,115,0.0
Olde Creek Elementary,Hamburger (Sandwich),0,2,0.0
Olde Creek Elementary,Korean Chicken Drumstick (Drumstick),0,2,0.0
Olde Creek Elementary,Lettuce Blend Salad Mix (1/2 cup),0,60,0.0
Olde Creek Elementary,Marinara Sauce (1/2 cup),0,60,0.0
Olde Creek Elementary,Marinara Sauce (1/4 Cup),0,48,0.0
Olde Creek Elementary,Nachos w/Shredded Chicken and Cheese Sauce (Serving Size),0,48,0.0
Olde Creek Elementary,Nachos with Black Beans and Cheese Sauce (Serving),0,40,0.0
Olde Creek Elementary,Orange Chicken (4 Bites w/ 1oz sauce),0,110,0.0
Olde Creek Elementary,Orange Sauce (ounce),0,8,0.0
Olde Creek Elementary,Orange Slices (3 slices per 1/4 cup),0,60,0.0
Olde Creek Elementary,"Patty, Chicken, Breaded, WG (2 strips)",0,12,0.0
Olde Creek Elementary,"Penne Pasta with Marinara and Beef Meatballs (cup cooked pasta, 1/2c sauce, 5 meatballs)",0,70,0.0
Olde Creek Elementary,"Peppers, green, pre-sliced (1/2 cup sliced)",0,35,0.0
Olde Creek Elementary,Potato Wedges (7 pieces),0,100,0.0
Olde Creek Elementary,Red Seedless Grapes (16 grapes per 1/2 cup),0,555,0.0
Olde Creek Elementary,Tortilla Chips (13 chips),0,2,0.0
Olde Creek Elementary,Turkey Pepperoni Pizza (1.37 oz),0,40,0.0
Olde Creek Elementary,Turkey Pepperoni Pizza (Slice),0,300,0.0
Olde Creek Elementary,Whole Wheat Dinner Roll (2 rolls),0,9,0.0
Olde Creek Elementary,Whole Wheat Dinner Roll (Each),0,61,0.0
Orange Hunt Elementary,Apple Juice (Each),22,22,100.0
Orange Hunt Elementary,Assorted  4 oz Yogurt (Container),22,22,100.0
Orange Hunt Elementary,Orange Tangerine Juice (Each),22,22,100.0
Orange Hunt Elementary,Black Beans - salad bar entree (1/2 cup),43,45,95.55555555555556
Orange Hunt Elementary,Chickpeas - salad bar entree (1/2 cup),48,55,87.27272727272727
Orange Hunt Elementary,String Cheese (Each),40,54,74.07407407407408
Orange Hunt Elementary,Fat Free White Milk (Each),421,675,62.37037037037037
Orange Hunt Elementary,1% White Milk (Each),412,818,50.36674816625917
Orange Hunt Elementary,Watermelon Flavored Dried Cranberries (2 Eaches),46,100,46.0
Orange Hunt Elementary,Fat Free Chocolate Milk (Each),2764,7835,35.27760051052967
Orange Hunt Elementary,"Salsa, Mild Canned (1.5 oz)",24,72,33.33333333333333
Orange Hunt Elementary,Italian Dressing (1 ounce),146,528,27.65151515151515
Orange Hunt Elementary,Cheez-Its Crackers (Package),107,478,22.384937238493723
Orange Hunt Elementary,Baby Carrots (6 Baby Carrots per 1/2 cup),33,164,20.121951219512198
Orange Hunt Elementary,Cherry Tomatoes (1/4 cup),45,232,19.396551724137932
Orange Hunt Elementary,Grape Tomatoes (1/4 cup),92,500,18.4
Orange Hunt Elementary,Cherry Vanilla Yogurt Power Pack (Power Packs),46,252,18.253968253968253
Orange Hunt Elementary,Peach Yogurt Power Pack (Power Packs),47,270,17.40740740740741
Orange Hunt Elementary,Celery Sticks (1/2 cup),26,152,17.105263157894736
Orange Hunt Elementary,Watermelon Flavored Dried Cranberries (Each),182,1090,16.69724770642202
Orange Hunt Elementary,Mustard Packet (Packet),4,24,16.666666666666664
Orange Hunt Elementary,"Sauce, BBQ, HFCS-Free, Bulk, Low-Sodium (2 TBSP)",4,24,16.666666666666664
Orange Hunt Elementary,Vegan Burger (Sandwich),1,6,16.666666666666664
Orange Hunt Elementary,Black Beans (1/2 Cup),28,170,16.470588235294116
Orange Hunt Elementary,Strawberry Flavored Dried Cranberries (Each),32,200,16.0
Orange Hunt Elementary,Cheese Quesadilla (Quesadilla),19,124,15.32258064516129
Orange Hunt Elementary,Strawberry & Banana Yogurt Power Pack (Power Packs),46,321,14.330218068535824
Orange Hunt Elementary,Whole Wheat Sliced Bread (Slice),5,35,14.285714285714285
Orange Hunt Elementary,Soft Pretzel (1 pretzel),177,1400,12.642857142857142
Orange Hunt Elementary,Strawberry Flavored Dried Cranberries (2 Eaches),15,120,12.5
Orange Hunt Elementary,Alfredo & Basil Lasagna (Each),14,113,12.389380530973451
Orange Hunt Elementary,"Sandwich, Turkey & Cheese (sandwich)",18,149,12.080536912751679
Orange Hunt Elementary,Asian Meatball Sub (sandwich),24,214,11.214953271028037
Orange Hunt Elementary,Strawberry Chex Mix (Package),57,529,10.775047258979207
Orange Hunt Elementary,Red Seedless Grapes (16 grapes per 1/2 cup),44,412,10.679611650485436
Orange Hunt Elementary,Cheddar Chex Mix (Package),4,40,10.0
Orange Hunt Elementary,Cherry Flavored Dried Cranberries (2 Eaches),4,40,10.0
Orange Hunt Elementary,Nachos with Black Beans and Cheese Sauce (Serving),1,10,10.0
Orange Hunt Elementary,"Peppers, green, pre-sliced (1/2 cup sliced)",30,301,9.966777408637874
Orange Hunt Elementary,Bottled Water (Bottle),94,964,9.751037344398341
Orange Hunt Elementary,Ranch Dressing (1 ounce),96,1008,9.523809523809524
Orange Hunt Elementary,BBQ Chicken Sandwich (Sandwich),5,53,9.433962264150944
Orange Hunt Elementary,Chickpeas (1/4 cup),40,446,8.968609865470851
Orange Hunt Elementary,Red Delicious Apple (Each - serving),85,970,8.762886597938143
Orange Hunt Elementary,Black Beans (1/4 Cup),14,184,7.608695652173914
Orange Hunt Elementary,Chilled Mandarin Oranges (1/2 cup (drained)),64,852,7.511737089201878
Orange Hunt Elementary,Steamed Broccoli (1/2 cup),3,40,7.5
Orange Hunt Elementary,PB&J Power Pack (Power Packs),154,2059,7.479358912093249
Orange Hunt Elementary,Chana Masala (1/2 cup),3,42,7.142857142857142
Orange Hunt Elementary,Chickenless Bites (4 Bites),5,70,7.142857142857142
Orange Hunt Elementary,Marinara Sauce (1/4 Cup),10,150,6.666666666666667
Orange Hunt Elementary,Orange Flavored Dried Cranberries (Each),2,30,6.666666666666667
Orange Hunt Elementary,Corn (1/2 cup (cooked)),17,264,6.4393939393939394
Orange Hunt Elementary,Baby Carrots (3 baby carrots per 1/4 cup),32,504,6.349206349206349
Orange Hunt Elementary,Lettuce Blend Salad Mix (1/2 cup),146,2350,6.212765957446809
Orange Hunt Elementary,Chocolate Chip Cookie (1/2 Cookie),94,1532,6.135770234986945
Orange Hunt Elementary,"Peppers, red, pre-sliced (1/2 cup sliced)",15,245,6.122448979591836
Orange Hunt Elementary,Chicken and Cheese Quesadilla (Quesadilla),3,50,6.0
Orange Hunt Elementary,Chickenless Bites (2 Bites),26,441,5.895691609977324
Orange Hunt Elementary,Fish Tacos (2 Tacos),5,85,5.88235294117647
Orange Hunt Elementary,Asian Veggie Sub (sandwich),14,239,5.857740585774058
Orange Hunt Elementary,Apple Slices (3 slices per 1/4 cup),23,395,5.822784810126582
Orange Hunt Elementary,Broccoli Florets (1/4 cup),21,381,5.511811023622047
Orange Hunt Elementary,Smartfood RF White Cheddar Popcorn (Each),27,520,5.1923076923076925
Orange Hunt Elementary,Baked Cheese Sticks (2 Cheese Sticks),15,304,4.934210526315789
Orange Hunt Elementary,Orange Chickenless Bites (4 bites),5,108,4.62962962962963
Orange Hunt Elementary,Cheeseburger (Sandwich),10,231,4.329004329004329
Orange Hunt Elementary,Orange (1/4 cup),21,520,4.038461538461538
Orange Hunt Elementary,Nachos w/Shredded Chicken and Cheese Sauce (Serving Size),2,50,4.0
Orange Hunt Elementary,Beef Meatball Sub Sandwich (Sandwich),13,335,3.880597014925373
Orange Hunt Elementary,Whole Wheat Dinner Roll (Each),6,155,3.870967741935484
